file_id,split,label,prev_text,curr_text,audio_path
5_0_3_30,train,Boredom,میں نے تو پلاٹ پسند کیا تھا,او سر رہنے دیں,audio/5_0_3_30.wav
7_1_4_30,train,Disgust,جھوٹ پر جھوٹ بولے جا رہے ہو سب کی آنکھوں میں دُھول جھونک رہے ہو,بس کرو یہ ڈراما کب تک چلے گا یہ سب کچھ,audio/7_1_4_30.wav
7_1_4_48,train,Disgust,صرف زبان کا فرق ہے اور کچھ نہیں ہے,میں نے تو کسی سے نہیں پوچھا کہ کہاں گئی,audio/7_1_4_48.wav
9_1_7_42,train,Sad,اب تو اُس کے انتظار میں آنکھیں بند ہی ہونے والی ہیں,اب میرا بیٹا خانہ بدوشوں کی طرح نجانے کہاں کہاں دھکے کھا رہا ہے,audio/9_1_7_42.wav
8_1_3_29,train,Boredom,مناسب نہیں ہے مجھے یہاں سے جانا پڑے گا,مجھے ایک بات سمجھ نہیں ائی,audio/8_1_3_29.wav
6_1_5_18,train,Happy,زیادہ بنو مت,میں خود ہی کھا لیتی ہوں اسے,audio/6_1_5_18.wav
1_0_3_27,train,Boredom,اللہ تعالی ان کی مغفرت کرے,گیتی کیسی ہے,audio/1_0_3_27.wav
1_0_3_20,train,Boredom,شرمندہ انسان تنہائی چاہتا ہے,نہیں ٹھیک ہوں میں,audio/1_0_3_20.wav
4_0_2_14,train,Fear,وہ تو قاضی کے دفتر میں میرا جانے والا ایک بندہ کام کرتا ہے اس نے مجھے فون کر کے بتا دیا,کچھ لمحہ دیر کر دیتا تو بغیر ڈولی کے رخصت ہو جاتی ہے یہ,audio/4_0_2_14.wav
2_0_6_11,train,Neutral,اچھا میں نا تم سے کہا تھا کہ نایاب بی بی کے علاج میں جو بھی خرچہ ہوگا وہ میرے اکاؤنٹ سے جائے گا,ہاں تو تم ہاسپٹل والوں کو صاف صاف بتا دو ان سے کہو جو بھی خرچے کی بات ہو تم سے کریں کسی اور سے نہ کریں,audio/2_0_6_11.wav
3_0_7_05,train,Sad,پلیز پلیز مجھے پریشان نہ کرو,یاد رکھنا زندگی بار بار چانس نہیں دیتی,audio/3_0_7_05.wav
7_1_6_28,train,Neutral,نہیں مطلب اتنی کوئی پریشانی کی بات بھی نہیں ہے ا,لیکن ہم کیوں باہر ملیں گے,audio/7_1_6_28.wav
8_1_3_36,train,Boredom,میں بھی لاوارث ہی ہوں,اپ نے دارالام میں میری بات کی,audio/8_1_3_36.wav
6_1_5_24,train,Happy,ہیلو امی کیسے ہیں اپ,کیوں میں نے مذاق میں کہا ہے,audio/6_1_5_24.wav
9_1_6_06,train,Neutral,جا کے اوپر سے جا کے بھولے کو اُٹھا چھت پہ سو رہا ہے,اور وہاں ایک پیاری سی پری کو کنگن پسند آگئے زبردستی لے گئ,audio/9_1_6_06.wav
3_0_2_49,train,Fear,ارے بھول گئی یہاں سے ہجرت کرنے کے ڈراوے دیتا رہتا ہے,لیکن یہ بھی یاد رکھنا ہے ایسا بار بار ہوگا نہیں,audio/3_0_2_49.wav
1_0_5_29,train,Happy,جو حکم سرکار,یہ بتاؤ چائے پیو گی یا کافی,audio/1_0_5_29.wav
7_1_2_04,train,Fear,لیکن جب میں نے گاڑی روکی اس کے بعد ہوا کیا,میں ابھی بھابھی کو یہی بتا رہی تھی کہ مجھے انے میں دیر کیوں ہو گئی,audio/7_1_2_04.wav
10_1_3_34,train,Boredom,میرے لیے تو انہوں نے کبھی کوئی خواب دیکھا ہی نہیں تھا,نہ وہ رہا نہ کوئی خواب,audio/10_1_3_34.wav
7_1_4_27,train,Disgust,جھوٹ بولنا ایک چھوٹی سی خطا تمہارے لیئے ہوگی,کیونکہ تم تو ٹھہرے ایک پکے جھوٹے,audio/7_1_4_27.wav
5_0_6_40,train,Neutral,برا ماننے کی کوئی بات نہیں ہے,اپ بس مجھے ایک نام بتانا پسند کریں گی,audio/5_0_6_40.wav
6_1_6_27,train,Neutral,ویسے بھی کام والا بندہ زیادہ دیر تک بستر پر نہیں پڑا رہ سکتا,جب کبھی بھی ہم باہر جاتے تھے آپ تو جگہ ڈھونڈ رہے ہوتے تھے بیٹھنے کے لیے,audio/6_1_6_27.wav
5_0_1_04,train,Angry,تیرے پتر کے ماتھے پر حرام لکھا ہے,تب نہیں سمجھ ائی جب وہ میری پیٹھ پر مار رہا تھا,audio/5_0_1_04.wav
9_1_6_28,train,Neutral,تو آپ مت منہ لگائیں اُسے,اور بیٹا یہ لڑکے تو ہوتے ہی ایسے ہیں,audio/9_1_6_28.wav
10_1_2_28,train,Fear,امی کو بھی ایسے ہی ڈر لگتا تھا,ابو میں معافی مانگتی ہوں مجھے مار لیں امی کو مت مارے اپ کو خدا کا واسطہ,audio/10_1_2_28.wav
9_1_7_50,train,Sad,بہت دُکھی تھا وہ معافی مانگ رہا تھا مجھ سے,کوئی درخت اپنی جڑوں کے بغیر کھڑا ہوسکتا ہے,audio/9_1_7_50.wav
5_0_1_35,train,Angry,اوئے تو بعد میں بھی نہیں دیکھ سکتا تو جو اتنا اڑتا ہے نا اپنے بھائی پہ بیٹھا ہوا ہے نا,چل چلا جا کوئی کوئی اپنی اڑ میں نہیں کاٹی,audio/5_0_1_35.wav
8_1_3_34,train,Boredom,مجھے جانا ہے,اپ کہہ رہے ہیں تو ایسا ہی ہوگا,audio/8_1_3_34.wav
6_1_5_30,train,Happy,مجھے ابھی تک یقین نہیں ا رہا اپ سچ کہہ رہی ہیں,بہت اچھا ہے,audio/6_1_5_30.wav
4_0_7_29,train,Sad,کا ایک بیٹا دربدر کی ٹھوکریں کھا رہا عیسا,ابا کا بازو ایک کٹا کھڑا ہے تیرے سامنے تو دوسرا بازو ہے,audio/4_0_7_29.wav
3_0_2_03,train,Fear,کسی نے کچھ کہا ہے تمہیں,یہ سارا کچھ اتنا اسان نہیں ہے,audio/3_0_2_03.wav
8_1_2_15,train,Fear,سمجھتا کیا ہے تمہارا بھائی خود کو,ڈیڈ سب کی زندگیاں مکمل ہو رہی ہیں,audio/8_1_2_15.wav
7_1_6_48,train,Neutral,اوپر اپنے کمرے میں,اسے نے کہا تھا یہ اپنے کمرے میں جا کر ارام کرنا چاہتا ہے,audio/7_1_6_48.wav
7_1_6_14,train,Neutral,یار بڑے بھائی کو منانا بڑا مشکل کام ہے,تو بھابھی اپ نے ہی کہا تھا لڑکے والوں کا دوپٹہ اچھا لگے گا,audio/7_1_6_14.wav
2_0_2_17,train,Fear,اس وقت میرا مسئلہ عزت ہے جس سے مجھے بچانا ہے,تم سے کس نے کہا تھا ٹریٹمنٹ کے لیے,audio/2_0_2_17.wav
10_1_7_01,train,Sad,میں دیکھنا چاہتی ہوں کہ وہ کردار جنگ جیتتا ہے یا ہارتا ہے,کیا کروں معافی مانگوں اُس سے,audio/10_1_7_01.wav
9_1_7_47,train,Sad,دوائیاں کھا کھا کے بیزار ہو گئی ہوں میں,اگر تم اور اُجالا نہ ہوتے تو میں میں زندہ نہیں رہ سکتی تھی,audio/9_1_7_47.wav
10_1_2_33,train,Fear,پر کوئی اور فون اٹھا لیتا تو,اپ مجھے مروائیں گے کیا,audio/10_1_2_33.wav
1_0_5_16,train,Happy,پرہیزی کھانا کھا کھا کے میرا دل خراب ہو رہا ہے اج تم اچھا سا بنا ہو بس,اماں اب میں ٹھیک ہوں نا کچھ نہیں ہوتا,audio/1_0_5_16.wav
5_0_3_43,train,Boredom,او یار ایسے کر یہاں نا بھاگ کے نا,ہم بھی نایاب ہے اور کہانی بھی بڑی نایاب ہے,audio/5_0_3_43.wav
9_1_7_48,train,Sad,اگر تم اور اُجالا نہ ہوتے تو میں میں زندہ نہیں رہ سکتی تھی,بہت شرمسار تھا اپنے پچھلے رویوں کی وجہ سے,audio/9_1_7_48.wav
5_0_4_39,train,Disgust,مجھے کیا پتہ تھا منحوس ایس پی صاحب ا جائیں گے اور یہ چکر ہو جائے گا,کوئی افسر کو گھورتا ہے,audio/5_0_4_39.wav
3_0_3_49,train,Boredom,لے لے لے لے لے لے لیکن,ڈھونڈ لے گا تو کیا کرے گا وہ,audio/3_0_3_49.wav
9_1_7_09,train,Sad,صبح بخار اُترتا ہے تو نکلتی ہوں,دل دھڑکائے رکھتا ہے میرا,audio/9_1_7_09.wav
6_1_5_42,train,Happy,ہنسا تو پھنسا,میں صدقے جاؤں,audio/6_1_5_42.wav
8_1_5_33,train,Happy,جلدی گھر ائیے گا اپ,چلو بچیوں اٹھ جاؤ,audio/8_1_5_33.wav
4_0_7_43,train,Sad,کون ہوں میں بدلے کی اگ کی گود میں پلتا ہوا ایک مظلوم,ہاں میں نے اذیت دی اپ کو پر وہ میں نے نہیں دی,audio/4_0_7_43.wav
1_0_4_14,train,Disgust,تیری ماں کی وجہ سے میں نے بڑی ذلت اٹھائی ہے رسوائی سمیٹی ہے,اب تجھے اس سے ملنے دوں میں اپنی عزت کو نیلام نہیں کر سکتا سمجھی,audio/1_0_4_14.wav
2_0_7_33,train,Sad,سوچا نہیں کہ مجھ پر کیا گزرے گی,کیوں سزا دے رہی ہو مجھے,audio/2_0_7_33.wav
7_1_1_08,train,Angry,پولیس کو بلاؤں اب میں,جہاں اپنی گاڑی پارک کرنے لگتی ہوں تم اپنی گاڑی لے کر ا جاتی ہو زبردستی,audio/7_1_1_08.wav
1_0_3_40,train,Boredom,جب وہ تھی اس گھر میں,کچھ نہیں ہے بتانے کو کیا بتاؤں,audio/1_0_3_40.wav
4_0_6_14,train,Neutral,اصل میں میری یہ خواہش ہے میری ایک دعا ہے,ڈھونڈنے سے تو خدا بھی مل جاتا ہے اماں,audio/4_0_6_14.wav
7_1_1_02,train,Angry,کس قسم کے گنڈا گردی ہے,ہٹو سامنے سے,audio/7_1_1_02.wav
2_0_2_03,train,Fear,مجھے اسی گھر میں,رہ گئی بات نایاب کی تو نایاب میری چھوٹی بہن تھی,audio/2_0_2_03.wav
9_1_6_17,train,Neutral,مگر دل کا سچا اور دماغ کا کھرا ہے,ارے کبھی کبھی تو ایسی سمجھداری کی باتیں کرتا ہے میں خود حیران ہو جاتی ہوں,audio/9_1_6_17.wav
8_1_1_09,train,Angry,تمہاری اتنی ہمت,ڈیڈ اپ جانتے ہیں اس نے کیا کہا ہے,audio/8_1_1_09.wav
2_0_3_31,train,Boredom,السلام علیکم اپ نایاب کے والد بات کر رہے ہیں,میں حیا کا بھائی بات کر رہا ہوں,audio/2_0_3_31.wav
8_1_1_40,train,Angry,بکواس بند کرو اپنی تمہاری اتنی اوقات کے مالکوں کا سامنے زبان چلاؤ,جاہل ادمی,audio/8_1_1_40.wav
3_0_3_39,train,Boredom,حلال کے پیسوں کا ہے,اج کل کوئی خواب وغیرہ نہیں دیکھتی ہو تم,audio/3_0_3_39.wav
6_1_7_11,train,Sad,پھر کبھی اس موضوع پر بات کروں گی ابو ٹھیک ہو جائیں,ابو کی طبیعت ٹھیک نہیں ہے ہاسپٹل میں کھڑے ہوئے ہیں,audio/6_1_7_11.wav
5_0_1_21,train,Angry,ورنہ ایسے موقعوں پر لوگ ہمیں اٹھاتے نہیں ہیں,اے پاگل ہو گیا ہے باہر ہی کھڑا رہ,audio/5_0_1_21.wav
5_0_5_31,train,Happy,ہاں یا بڑا مزہ ا رہا ہے,بھائی سے لڑائی ہو جائے گی ہیں,audio/5_0_5_31.wav
10_1_5_11,train,Happy,جیسے بھی آیا میں خوش ہوں,اچھا بس بھی کرو,audio/10_1_5_11.wav
4_0_1_31,train,Angry,اور وہ بے غیرت گھٹیا گرا ہوا انسان ہنس رہا تھا,جو قیمت اپ نے جھکائی ہے نا وہ صرف اپ نے نہیں جھکائی میں نے بھی چھکائی ہے اور چھکا رہا ہوں اج تک,audio/4_0_1_31.wav
9_1_2_33,train,Fear,وہ بتا رہی تھی کہ رابیل کی حالت بہت خراب ہے,تو بیٹا تم جا کر جو منا کر اسے گھر لے اؤ,audio/9_1_2_33.wav
2_0_2_48,train,Fear,میں اپنی ڈائیورس کی وجہ سے بہت پریشان ہوں مجھے مزید پریشان مت کرو,تم یہاں کیا کر رہے ہو,audio/2_0_2_48.wav
8_1_3_43,train,Boredom,یہ دھوک میری تختی کا حصہ بن چکی ہے ڈاکٹر صاحب,اپ کب تک مجھے اس سے بچاتے رہیں گے,audio/8_1_3_43.wav
3_0_5_26,train,Happy,اور وہ بھی ایسے مردم شناس ہیں کہ اکاؤنٹس میں ہی لگوا دیا,بیٹھو نہ بیٹا بیٹھو,audio/3_0_5_26.wav
4_0_1_21,train,Angry,سمجھ نہیں اتی کیا تمہیں,سمجھ نہیں ا رہا تیری کیا بول رہا ہوں میں تجھ سے کہ ابا کو تمہاری ضرورت ہے ابا جو بیٹا مجھے میں دیکھنا تھا اگر تجھ میں دیکھ لیں گے تو کیا ہو جائے گا,audio/4_0_1_21.wav
3_0_5_46,train,Happy,لگتا ہے وہ بہت خوش ہیں تم سے,جاتے ہوئے کہہ گیا ہے کہ کسی دن بھابھی کو لے کر ائیے نا ہمارے گھر,audio/3_0_5_46.wav
7_1_7_16,train,Sad,ایسی کس کی مجال کہ میرے ساتھ کچھ ایسا کرے,مراد نے کچھ بھی نہیں کیا ہے,audio/7_1_7_16.wav
3_0_2_37,train,Fear,اس کو کھلاؤ پلاؤ اس کی خاطر مدارت کرو,سمجھو تو مولوی سبحان اللہ مر گیا,audio/3_0_2_37.wav
9_1_4_42,train,Disgust,وہ تو قصہ ہی کچھ اور تھا,کب تک کمرے میں قید رہے گی,audio/9_1_4_42.wav
8_1_1_07,train,Angry,جب وہ موحد مجھ پہ ہاتھ اٹھا رہا تھا تو تم وہاں پر خاموش کھڑے ہوئے تھے,جو تمہیں کرنا چاہیے تھا نا وہ اس دن زید نے کیا,audio/8_1_1_07.wav
3_0_2_38,train,Fear,سمجھو تو مولوی سبحان اللہ مر گیا,ماں کو بیٹے سے جدا کرنا میری ارزو نہیں ہے,audio/3_0_2_38.wav
3_0_6_44,train,Neutral,یہاں تو سب ٹھیک لگ رہا ہے,باپ کی پوچھتاش کو شک نہیں کہتے احتیاط کہتے ہیں,audio/3_0_6_44.wav
6_1_2_44,train,Fear,تو رو رہی ہے ایسا کیا ہوا اخر بول نہ,وہ ہمارے درمیان لڑائی کروانا چاہ رہا ہے,audio/6_1_2_44.wav
3_0_5_32,train,Happy,اب چلو ناشتہ دے بھی دو,کہ میرا افضل بڑا ادمی بن گیا ہے,audio/3_0_5_32.wav
9_1_4_32,train,Disgust,پتہ نہیں تمہارے پاپا نے کیا دیکھ کر رشتہ لیا ہے,کچھ ہو گیا نا تو ہم ہی بھگتیں گے وہ تو سائیڈ پہ ہو جائیں گے,audio/9_1_4_32.wav
8_1_3_18,train,Boredom,میں اناڑی ہوں ذرا ان معاملوں میں,لیکن کریں گے کس سے ان کی شادی,audio/8_1_3_18.wav
8_1_1_38,train,Angry,اواز نیچی میرے سامنے,تیز چلاؤ گاڑی اواز نہیں ارہی ہے,audio/8_1_1_38.wav
8_1_7_02,train,Sad,ماما اپنوں کو تو معاف کر دیا جاتا ہے,حساب کتاب تو غیروں سے لیا جاتا ہے,audio/8_1_7_02.wav
7_1_1_12,train,Angry,میرا دم گھٹتا ہے اس گھر میں,مطلب میں کوئی بھیڑ بکری ہوں,audio/7_1_1_12.wav
8_1_7_07,train,Sad,ڈیڈ اس کمرے سے باہر مجھے خوف آتا ہے,میرے وجود کو اُس کی چاہت سے کوئی غرض نہیں,audio/8_1_7_07.wav
1_0_5_28,train,Happy,کافی بریلینٹ لگتا ہے کافی اچھی پرسنٹیج دی ہے ہر سال اس نے,جو حکم سرکار,audio/1_0_5_28.wav
2_0_2_28,train,Fear,یہ کیا کرتے پھر رہے ہو تم,ایک حیا کو ملا اور ایک مجھے تمہارے کمرے میں تمہاری پھٹی ہوئی شیروانی کے بٹن پر اٹکا ہوا ملا,audio/2_0_2_28.wav
6_1_1_42,train,Angry,ٹھیک سے کھڑا نہیں ہو سکتا چل نہیں سکتا,کبھی دیکھا ہے تو نے غور سے خود کو,audio/6_1_1_42.wav
4_0_7_18,train,Sad,نہیں میڈم خدا کا واسطہ ہے یہ مت کیجئے گا میرے ساتھ,میرا تمہارے علاوہ اور بیگم صاحبہ کے علاوہ اور کوئی نہیں ہے,audio/4_0_7_18.wav
1_0_1_19,train,Angry,مجھے کیا پتا ایسا کیوں کیا تم نے لیکن غلطی تمہاری ہے,میری اجازت کے بغیر میری زمینوں میں گھسے اور میرے ہی بندوں کو پکڑ کے لے گئے تم,audio/1_0_1_19.wav
1_0_1_32,train,Angry,اگر اس سے کسی نے ملنے کی کوشش کی تو میرا اس سے رشتہ ختم ہو جائے گا,سنا نہیں تم نے تم کہیں نہیں جا رہی ہو مر گئی ہے گیتی اس گھر کے لیے ہم سب کے لئے,audio/1_0_1_32.wav
8_1_7_21,train,Sad,کہیں بھی چلی جاؤں گی,جہاں کوئی میرا اپنا نہیں کوئی رشتہ نہ ہو کچھ بھی نا ہو,audio/8_1_7_21.wav
8_1_7_37,train,Sad,مجھے یہاں سے جانے کو کہہ دیا یہ گھر میرا نہیں رہا اب,یہاں کے گھر والے میرے نہیں رہے,audio/8_1_7_37.wav
4_0_5_50,train,Happy,بڑا بلب کرکٹ میچ والا,محبتیں لٹ گئی جوانی میں,audio/4_0_5_50.wav
9_1_2_03,train,Fear,لے گئی ہوگی پلو میں چھپا کر,وضو کرنے سے پہلے میں نے تو اپنے سرہانے رکھے تھے پھر کہاں گئے,audio/9_1_2_03.wav
7_1_5_50,train,Happy,چڑی ماری تجھ سے اچھی ہے,سچی میں اماں جی ایسا ہو سکتا ہے,audio/7_1_5_50.wav
9_1_1_47,train,Angry,پوچھ اس سے کیا کیا اس نے,ارے کیا اہستہ اہستہ چل رہی ہے تیز چلنا,audio/9_1_1_47.wav
5_0_4_19,train,Disgust,واہ واہ واہ واہ اپ نے تو میدان صاف کروا دیا سر,بڑے افسوس کی بات ہے یارا جی,audio/5_0_4_19.wav
8_1_3_07,train,Boredom,خیر اپ جانتے ہیں پچھلے کچھ مہینے سے میں بہت سٹریس میں ہوں,میں کیا سمجھاؤں اسے,audio/8_1_3_07.wav
9_1_5_01,train,Happy,ایسا نہ ہو کہ زندگی تمہارے لیے ہی تنگ ہو جائے,پیارا ہے بہت,audio/9_1_5_01.wav
10_1_4_44,train,Disgust,اتنے مسئلے ہونے کے باوجود میں تم سے ملتی ہوں,تم کہنا کیا چاہتی,audio/10_1_4_44.wav
3_0_7_36,train,Sad,میں کیسے بھول سکتا ہوں گزرے ہوئے چند برسوں میں کئی بار یہاں ایا ہوں,میں تم سے معافی مانگنے نہیں ایا میں معافی نہیں مانگوں گا تم سے,audio/3_0_7_36.wav
2_0_5_10,train,Happy,ہاں بھائی دیر تو ہو رہی ہے,ہمیشہ کی طرح,audio/2_0_5_10.wav
4_0_2_01,train,Fear,مختلف کرے گا,جانتے ہیں کیا کر رہی تھی یہ بھاگ کر نکاح کر رہی تھی کسی کے ساتھ,audio/4_0_2_01.wav
1_0_1_39,train,Angry,ائندہ میری اجازت کے بغیر گھر سے باہر قدم رکھا نہ تو مجھ سے برا کوئی نہیں ہوگا دفع ہو جاؤ یہاں سے,تم نے کس حیثیت میں اجازت دی ہے اسے,audio/1_0_1_39.wav
7_1_5_40,train,Happy,ہاں اور پتہ ہے,سنا ہے مسٹر مرتے ہیں تیری بہن پر,audio/7_1_5_40.wav
7_1_2_14,train,Fear,اس کے بعد پھر راستے میں تھے اور کہاں جاؤں گی,یہ بات بعد میں نہیں ہوگی یہ بات ابھی ہوگی,audio/7_1_2_14.wav
4_0_7_21,train,Sad,یہی میرا نصیب ہے یہی میری تقدیر ہے اور یہی میری سزا,معافی چاہتا ہوں میڈم میں کچھ زیادہ ہی بول گیا تھا,audio/4_0_7_21.wav
8_1_6_26,train,Neutral,یہاں تک کہ بہت کچھ ایسا تھا جسے میں نے اگنور بھی کیا,لیکن بس صرف اتنی سی ہے کہ ساری باتوں کی میں اکیلے خود گواہ ہوں,audio/8_1_6_26.wav
1_0_7_05,train,Sad,دل میں تھوڑی گنجائش پیدا کر لیتا تو تین زندگیاں اسان ہو جاتی,میں جہاں ارا اور تم ہم اکٹھے رہتے,audio/1_0_7_05.wav
7_1_7_10,train,Sad,مجھے بس بہت بُرا لگ رہا ہے,میری وجہ سے آپ لوگوں پر کتنا بوجھ پڑ گیا ہے,audio/7_1_7_10.wav
6_1_4_28,train,Disgust,یار تو نے اس کا نام نہیں لینا اچھا پھر میرا موڈ خراب ہو جائے گا,ایک تو میں تمہارے نانا نائی کی سٹوری سے نا بہت تنگ ہوں,audio/6_1_4_28.wav
2_0_3_34,train,Boredom,اس کا پہلے سے کسی سے افیئر چل رہا تھا,شایان سے ملاقات ہو گئی تمہاری,audio/2_0_3_34.wav
9_1_7_34,train,Sad,کچھ بھی نہیں صرف اور صرف محرومی,اُمید ہے کہ تم ضرور آؤگے,audio/9_1_7_34.wav
5_0_6_02,train,Neutral,چلو میں منشی کے کہنے پر ایک موکا اور دیتا ہوں,ایسا کرو تم سب الگ الگ اپنی زمینیں میرے اگے بیچ دو,audio/5_0_6_02.wav
2_0_1_19,train,Angry,پولیس والے گیم کر رہے ہیں سمجھ کیوں نہیں اتی تمہیں,اپنے فائدے کے کے لیے کر رہے ہیں وہ جا کر پولیس والوں سے پوچھا مجھ سے نہیں,audio/2_0_1_19.wav
4_0_1_27,train,Angry,اگر وہ مجھے اپنی قسم نہ دیتی نا تو خدا پاک کی قسم جان لے لیتا ہے اس کی,دکھ ہوا ہے یار مجھے میری ذو,audio/4_0_1_27.wav
5_0_1_43,train,Angry,نکل جائے اس کے اندر سے,گم ہو جا اس کے اندر,audio/5_0_1_43.wav
6_1_6_18,train,Neutral,تمہارا منگیتر کچھ نہیں لاتا تمہارے لیئے,لگتا ہے ابو آگئے ہیں مجھے لینے,audio/6_1_6_18.wav
8_1_1_19,train,Angry,کیا ہو تم اور ایسا کیا کیا ہو کیا رہا ہے یہاں پہ,میں کورٹ تک لے کے جاؤں گی میں تم دونوں کی زندگی کو عذاب بنا دوں گی,audio/8_1_1_19.wav
2_0_2_10,train,Fear,تو میں ابھی پتہ چل جائے گا دل مہر کون اس رشتے سے منہ چرا رہا ہے,بس اب مزید بات مت کرو ہمیں یہاں نہیں رکنا چلو,audio/2_0_2_10.wav
5_0_2_25,train,Fear,اس کا مطلب ہے کہ اس کا موبائل ابھی بھی اس گھر میں ہے,کون تھا وہ بولیں پلیز,audio/5_0_2_25.wav
1_0_2_39,train,Fear,اچھا بابا نہیں پوچھتا میں اور ائندہ اس ٹاپک پہ بات ہی نہیں کروں گا,اسی چیز کا تو فائدہ اٹھا رہا ہے وہ,audio/1_0_2_39.wav
6_1_3_41,train,Boredom,میرا صُوبیہ کے گھر جانے کا بھی دل نہیں چاہ رہا,کچھ نہیں امی بس ایک خاموشی سی ہے اندر,audio/6_1_3_41.wav
10_1_1_30,train,Angry,بتاتا ہے یا دوں میں رکھ کے,میری اماں کو کچھ مت کہا کریں آپ,audio/10_1_1_30.wav
10_1_4_27,train,Disgust,مجھے تو وہ کوئی ہٹلر یا چنگیز خان لگتا ہے,سڑیل,audio/10_1_4_27.wav
10_1_7_27,train,Sad,امی میں بھٹک گئی تھی,غلطی میری ہے,audio/10_1_7_27.wav
6_1_6_08,train,Neutral,پرسوں کیا تھا اُسے فون,جی آپ اُسے اِتنا معصوم نہ سمجھیں بڑا گُھنا ہے,audio/6_1_6_08.wav
1_0_4_21,train,Disgust,اپ اس وقت یہ بات کرنے کا مقصد,اف اس میں کہاں مجھے تو نظر نہیں ارہے,audio/1_0_4_21.wav
7_1_7_38,train,Sad,منہ پہ مارنے آئے ہو,اُسکا پورا فیوچر برباد ہو جائے گا امی,audio/7_1_7_38.wav
1_0_7_19,train,Sad,یہ مت سوچنا میری جان کہ وہ اس گھر کا اور دفتر کا ملازم تھا,ہاں اب وہ تیرا شوہر ہے اس کی عزت کرنا تیرا فرض ہے,audio/1_0_7_19.wav
3_0_4_21,train,Disgust,اج بس تم دونوں ماں بیٹی افضل صاحب کی او بھگت میں لگی ہوئی ہے نا مجھے کسی نے ناشتہ ہی نہیں دیا,اور راجہ صاحب اپ اپنی پرابلم کی بات کریں,audio/3_0_4_21.wav
1_0_5_25,train,Happy,اج ہی افس انے کی بات ہوئی اور اج ا بھی گئی ہے بیٹھو نہ بیٹھو,اس سے بھی دیکھ لیتے ہیں بھائی کون ہے,audio/1_0_5_25.wav
10_1_2_14,train,Fear,کبھی کبھی کبھی کبھی میرا دل چاہتا ہے کہ میں,جس میں میں اور میرے جیسے,audio/10_1_2_14.wav
10_1_4_08,train,Disgust,اور اس کی ماں نے ہمارے خاندان کے بارے میں جان کے رشتے سے انکار کر دیا,میرے اس کے درمیان جہانگیر نہیں نصیب ایا ہے اماں,audio/10_1_4_08.wav
3_0_1_20,train,Angry,تھم کے رہو رقیہ بیگم شوگن والے دن اناب شناب بول رہی ہو,خدا کا خوف کرو رقیہ بیگم کہاں کا ٹانکا کہاں جوڑ رہی ہو,audio/3_0_1_20.wav
4_0_6_32,train,Neutral,میرے کہنے کا مطلب تھا چھپ جائے گا میٹے گا نہیں,بنگلے والے جب کسی سامان سے بور ہو جاتے ہیں یا خراب ہو جاتا ہے تو گھر سے باہر نکال دیتے ہیں,audio/4_0_6_32.wav
6_1_3_48,train,Boredom,اب میں ہر کسی کو اپنے قصّے کیوں سُناؤں,ویسے ایک عورت کے طور پر نہیں لیتی,audio/6_1_3_48.wav
7_1_3_05,train,Boredom,بس میرے دماغ میں نہیں رہا,کیسی طبیعت ہے اب اپی کی,audio/7_1_3_05.wav
10_1_1_14,train,Angry,آج اپنی ذات پہ ایک بھی الزام برداشت نہیں کروں گی میں,بس کر دیں بھائی بس کر دیں,audio/10_1_1_14.wav
6_1_6_37,train,Neutral,نہیں نہیں میں لڑوں گی کیونکہ ہر بار قتل ہو ہو کے تھک چکی ہوں,تو یہ سب تمہیں اُس وقت یاد نہیں آیا تھا,audio/6_1_6_37.wav
3_0_7_09,train,Sad,میں سوچ بھی نہیں سکتا تھا,اس سے کہہ دو یہاں سے چلی جائے خود ہی چلی جائے,audio/3_0_7_09.wav
9_1_3_35,train,Boredom,بہت سنبھالا ہے مجھے,میں جو کچھ کیا ٹھیک کیا,audio/9_1_3_35.wav
7_1_4_43,train,Disgust,کیا رشتہ نبھا ئے گا یار,مجھے کوئی شوق بھی نہیں ہے اُنہیں جا ننے کا,audio/7_1_4_43.wav
1_0_6_36,train,Neutral,رشتے انسان کو مضبوط کرتے ہیں,اور اس کے لیے تمہارے علاوہ میرے پاس کوئی ایسا آدمی نہیں ہے جس پر میں اعتبار کر سکوں,audio/1_0_6_36.wav
1_0_1_29,train,Angry,ہمارے تعلقات اس بات کی اجازت نہیں دیتے ہیں,مت نام نہ لیا کرو اس کا میرے سامنے,audio/1_0_1_29.wav
6_1_1_11,train,Angry,اس سے اپ کا کوئی مطلب نہیں ہونا چاہیے,نعیم صاحب اس کے بارے میں پھر کبھی بات کریں چلیں ہم,audio/6_1_1_11.wav
7_1_3_10,train,Boredom,سب لوگ جو چلے گئے ہیں ناشتہ چھوڑ کر,وہ ہے ہی نہیں ویسی جیسے میں نے سوچا تھا,audio/7_1_3_10.wav
2_0_6_05,train,Neutral,اس کے باپ یہاں ایا تھا شریف اور سیدھا ادمی ہے اسے پریشان نہ کریں نہ تنگ کریں اسے,مجھے لگتا ہے کہ اپ میرے ساتھ تعاون کر رہے ہیں تو مجھے بھی کرنا چاہیے,audio/2_0_6_05.wav
7_1_2_35,train,Fear,تم نے مجھے بتایا کیوں نہیں,مجھ سے ہی غلطی ہوئی تمہیں پہچاننے میں,audio/7_1_2_35.wav
